participant_id,blendshape_scriptID,average_frame_rate_OF,average_frame_rate_ARKIT,n_frames_OF,n_frame_ARKIT,max_lag,delay_ms,max_corr
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_048,58.1605049594229,60.001591153306144,388,406,-20,0.33332449382716045,1.0551026741033627
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_049,58.24293950943027,59.90481618270059,597,620,-24,0.40063556704361875,1.0764439652387199
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_050,58.19465456379224,60.00158868981072,578,600,-21,0.3499907328881469,1.159228642591133
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_051,58.146229130685086,59.887089362644495,506,524,-19,0.31726370745697896,3.0267709131385914
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_052,58.713569547115306,60.00158991554713,692,712,-20,0.3333245007032349,1.5121894253193346
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_053,58.46286701208981,60.08216428812149,678,702,-21,0.34952136376604853,1.7972835771122706
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_054,58.234189104571065,60.09882688331207,559,582,-21,0.3494244578313253,2.26557343582534
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_055,58.250739001912706,59.91513319661502,671,694,-22,0.3671860317460317,2.466710613951112
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_056,58.342475316645064,59.9956399208216,586,607,-21,0.3500254356435643,2.535482180993654
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_057,57.867181041609264,59.99341708596157,421,441,-20,0.3333699090909091,1.7613552592478254
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_058,57.96059254997842,59.85906610450453,404,421,-21,0.35082404999999994,0.6269150583225147
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_059,58.521245589814384,59.92544726122812,764,788,-23,0.38381023506988565,1.516749061878655
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_060,58.028821410190425,59.99395474927304,452,472,-21,0.35003526751592356,1.7812204309605402
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_061,58.02009256123716,60.10681551964693,515,538,-24,0.39928916201117315,1.6062589428270386
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_062,58.13164442433838,60.00159256563445,515,536,-22,0.36665693457943926,1.6061911632809005
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_063,58.39481734748965,59.912442245118925,650,673,-24,0.4005845714285714,2.99602617362573
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_064,58.518717055302425,60.00159590043533,656,677,-19,0.31665824408284027,2.31425947509552
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_065,58.28343313373254,60.00159477922966,439,457,-17,0.2833258026315789,0.9622401893879651
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_066,58.15145744836678,59.85736063078985,398,416,-20,0.3341276626506024,1.6132291039666538
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_067,58.34018077239112,59.927334208653605,782,808,-22,0.36711127385377945,2.517359782341278
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_068,58.08325266214908,60.091678625102396,601,628,-25,0.416030980861244,1.6188709638673908
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_069,58.24934529005634,60.00159110658151,735,762,-26,0.4333218423127464,3.589925231826397
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_070,58.38829939776313,59.998166373830706,1019,1052,-31,0.5166824567078973,2.6286940117899213
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_071,58.27681487063552,59.918487587565345,697,722,-24,0.4005441553398058,2.499265511818428
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_072,58.51036860518177,59.998570118110464,1155,1191,-33,0.5500131075630252,2.0016398953380334
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_073,58.264462809917354,59.86584349548108,424,442,-20,0.33408031746031747,0.8657404282731995
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_074,58.20708508941793,60.107607277418595,512,534,-21,0.34937341463414634,1.22666930050868
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_075,58.38376646493414,59.99734651641027,821,848,-25,0.41668509445100355,2.0496869885197393
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_076,58.40083616409721,59.997706466053366,895,926,-27,0.4500172021621621,2.774400610890012
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_077,58.32127351664255,60.001594328077864,404,421,-17,0.2833258047619047,0.8777295992118755
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_078,57.92903692976104,60.00158381268966,401,420,-19,0.316658307875895,1.275970086038591
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_079,57.861295119643096,60.00156804097813,429,451,-20,0.33332462222222226,2.25788139124891
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_080,58.10271237780532,60.12918137037798,423,444,-21,0.34924806094808125,2.3921327304666384
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_081,58.069578864765894,59.8725591931863,445,465,-19,0.3173407025862069,1.4502773148815677
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_082,58.007566204287514,60.001586535456966,369,386,-18,0.29999206753246754,0.9823119572952254
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_083,58.269179718608974,60.001588663507285,440,458,-21,0.34999073304157546,1.6375700908083615
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_084,58.10210026061628,60.001598017243396,380,396,-19,0.3166582329113924,1.5412073781292503
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_085,57.88857286264012,60.001596736706546,347,364,-18,0.29999201652892565,1.3352256946008485
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_086,58.73544093178037,59.83985560804572,354,371,-21,0.35093667567567566,1.3543436460708296
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_087,57.76930409914204,59.81408507325444,304,320,-19,0.31765093416927903,2.8648009796949685
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_088,57.9874928936896,60.00157879154196,307,321,-19,0.31665833437499996,1.4221982878448451
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_089,57.93357933579336,60.00157345515888,315,332,-21,0.34999082175226587,2.0698451113783642
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_090,57.950671746541005,60.001592121454316,290,304,-17,0.2833258151815181,2.211680763884031
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_091,58.238379453789115,60.00159057470873,323,339,-18,0.2999920473372781,1.1120346336609794
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_092,57.710324152145404,60.17510216384868,309,327,-18,0.29912703680981595,2.0362506768694297
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_093,57.62778764554963,60.00159615896578,293,310,-19,0.3166582427184466,2.724012834371963
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_094,57.69603097773475,60.176171313387655,299,325,-27,0.44868258333333333,1.7007981122468905
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_095,57.730470864152984,59.82355256825538,321,337,139,2.323499592261905,0.7274457185571322
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_096,57.630736392742804,60.00158471084358,271,288,-21,0.349990756097561,0.7827314551613158
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_097,58.1865201228382,60.001593642327144,361,376,-15,0.24999335999999997,1.1985259673571116
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_098,58.157099697885194,60.001591153306144,386,406,-22,0.3666569432098765,1.1082576629313126
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_099,57.99537718007984,60.00158634331017,277,293,-18,0.2999920684931507,0.5514583969551967
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_high_EMOTION100_100,58.20489573889393,60.00157257852908,322,336,-16,0.26665967761194026,1.7701359649869326
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_vowel_high_vowel_0,58.07675470596819,60.00158853126471,399,418,-19,0.31665828297362114,7.445430043961366
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_vowel_high_vowel_1,58.18300016252235,60.13154293392166,359,436,-11,0.18293227586206895,3.46012559463877
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_vowel_high_vowel_2,57.955080885817495,60.0016000426678,370,388,-17,0.2833257777777778,1.6785706388071095
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_vowel_high_vowel_3,58.03195962994113,59.835844256413665,346,362,-18,0.30082303047091413,3.6997035953634905
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_vowel_high_vowel_4,58.18300016252235,60.00159897022457,359,374,-12,0.19999467024128686,6.91492913318773
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_001,58.3167660702452,60.001594266187,705,278,394,6.566492187725632,0.7757962447326202
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_002,58.12624964295916,59.860398210004675,408,425,-22,0.3675217783018868,1.1548722950672952
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_003,58.14117979912293,59.99320821075419,412,431,32,0.5333937116279069,0.6897109064169302
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_004,58.11623246492986,60.001584947526915,407,425,-24,0.39998943396226416,1.2170233038475193
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_005,58.130033850822926,60.001590042136115,499,521,-24,0.3999894,1.9435404291740643
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_006,58.40541234906226,60.081466048957815,683,708,-26,0.4327457652050919,1.265689785585808
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_007,58.44155844155844,60.00158148019864,415,432,-19,0.31665832018561485,2.227336013313344
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_008,57.86540934419204,60.001576456513504,406,425,-24,0.3999894905660377,1.23093483332923
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_009,57.80089153046062,60.0015726573567,390,410,-24,0.3999895158924205,1.233742926387922
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_010,58.04395235698708,59.83673965924708,347,364,-22,0.3676670909090909,1.0606798502072492
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_011,58.396124865446716,60.0015840418187,652,676,-28,0.46665434666666666,1.6152273729607647
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_012,58.11758360302049,60.127181013279284,432,451,-22,0.36589109333333336,0.9969882901738898
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_013,58.098143910500895,60.001579121057205,458,479,5,0.08333114016736401,0.8902300604202728
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_014,58.3342108034116,59.89741811918774,555,576,-22,0.36729462956521736,1.047105008930862
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_015,58.224511800646944,60.00158736872722,487,506,-64,1.0666384475247523,0.6383088165860782
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_016,58.29658213891951,60.12976576115693,424,442,-21,0.3492446666666667,1.36156309455948
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_017,58.00033721126285,60.00158004160776,345,361,-20,0.33332455555555557,1.4836338230173949
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_018,58.50644228240863,60.0015818598854,446,463,-21,0.3499907727272727,1.7817232515023982
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_019,58.43812744372821,59.89669027253624,554,572,-21,0.35060367950963217,1.5030153923850862
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_020,58.095952023988005,60.0015939073719,311,327,-20,0.3333244785276073,0.8525489221161334
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_021,57.93103448275862,60.00158648262564,337,355,-23,0.38332319774011303,1.0134916729274162
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_022,58.147512864494,60.00159451751177,340,363,-19,0.31665825138121545,1.3719644896530507
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_023,58.20046827962984,59.89128903811833,523,544,-25,0.41742297421731117,1.3896646311971472
082b6e2e-1998-5c3c-892f-5cef247522d6,082b6e2e-1998-5c3c-892f-5cef247522d6_ita_low_EMOTION100_024,58.338332333533295,60.00158226394711,390,406,-22,0.3666569975308642,1.029918246566683
